day,baseline,egalitarian,maximin,utilitarian,deon_egalitarian
1,8.626813406703352,8.641820910455227,8.545772886443222,8.581790895447725,8.572786393196598
2,10.5335,10.1465,9.8345,10.3925,9.9255
3,11.7895,10.7395,10.4725,11.2975,10.4735
4,12.4665,11.4555,10.8075,11.9265,11.1595
5,13.1585,12.2855,11.3345,12.5645,11.96
6,13.8805,13.121499999999997,11.8645,13.2025,12.21
7,14.7615,13.894499999999999,12.5805,14.1495,13.113
8,15.840499999999999,14.724499999999999,13.350499999999998,15.303499999999998,13.9085
9,17.1535,15.662499999999998,14.11405295315682,16.4035,14.5935
10,18.169327251995437,16.56945156330087,14.80795043882292,17.049465992130408,15.327886136004217
11,18.913911060433296,17.294720656073803,15.390810531750127,17.762788083192802,16.192510548523206
12,19.672177879133404,18.010763710917473,16.02323180175529,18.789769533445753,17.060654008438817
13,20.57753705815279,18.80061506919528,16.813629323696436,19.934794828555365,17.922995780590718
14,21.777080957810714,19.691952844695024,17.594734124935464,21.110174255199546,18.708333333333332
15,23.092930444697828,20.40492055356227,18.27871443624868,22.30466554243957,19.485232067510548
16,24.67739816031537,21.034609334032506,18.99412393162393,22.900617283950613,20.23465507876154
17,25.545992115637315,21.579444153120075,19.74412393162393,24.052469135802465,20.949483976099945
18,26.213534822601837,22.382275825904554,20.452457264957257,25.263580246913577,21.7246061922868
19,27.042706964520363,22.964866282118503,21.010149572649564,26.511728395061724,22.505703422053234
20,28.147831800262807,23.670162558993173,21.623725174449806,27.933950617283948,23.11243889190657
21,29.16303630363036,24.22572178477689,22.104883462819082,29.129052369077304,23.920765027322403
22,30.868114817688124,24.775935828876992,22.74001125492402,29.480136986301364,24.80246913580247
23,31.58107059736229,25.49572192513368,23.343837929093972,30.72397260273972,25.473063973063972
24,32.36850271528316,26.266844919786084,23.92065278559369,31.95547945205479,26.09652076318743
25,33.31419705197827,26.973796791443835,24.581879572312875,33.17876712328766,26.881032547699213
26,34.255236617532965,27.446524064171108,24.86167146974062,34.52534246575342,27.549943883277216
27,35.10678098207326,27.982162162162147,24.96459096459095,35.4528703047484,28.341491178144565
28,37.63339552238805,28.360355358134353,25.559627329192534,35.535458167330674,28.838992974238877
29,38.50700280112045,29.109383675735685,26.046583850931665,36.63904382470119,29.395784543325526
30,39.26610644257703,29.77179344808438,26.75341614906831,37.69482071713147,30.03512880562061
31,40.13725490196079,30.111049416990543,27.262732919254645,38.9609561752988,30.470725995316158
32,41.04201680672269,30.60355358134368,27.349673202614365,40.11713147410358,31.013466042154565
33,42.643478260869564,31.064241046048874,26.74803711634545,40.28913601368691,31.651678657074342
34,45.18936877076412,31.59988214496168,27.167751265365133,39.634482758620685,32.233271945979126
35,45.817275747508305,32.0212139068945,27.820679681851033,40.50837438423645,32.753222836095766
36,46.803986710963464,32.538008249852666,28.317425885755586,41.535960591133005,33.208717004297114
37,47.59800664451828,33.00530347672361,28.779464931308734,42.38029556650246,33.56230816451811
38,48.49169435215948,33.43017088980552,28.330727130570743,43.30738916256158,34.12768569674647
39,50.96117647058824,33.82059186189887,27.493138936535143,42.88461538461539,34.68202175303903
40,53.35509138381202,34.198320413436676,28.104438642297634,41.50906735751295,35.26174934725849
41,54.29765013054832,34.61304909560722,28.62402088772844,42.1828793774319,35.64947780678851
42,55.09138381201046,35.17118863049094,29.112271540469955,42.9260700389105,36.059399477806785
43,56.09660574412535,35.54328165374675,29.454308093994758,43.840466926070036,36.36618798955614
44,57.32898172323762,36.271400132713985,28.99999999999998,44.43579766536965,36.6742819843342
45,59.69010043041609,36.804827586206876,30.71656050955413,43.55813953488372,37.271844660194176
46,62.07582938388628,37.399712437095594,31.17041800643086,40.38961038961038,37.67137809187279
47,63.00947867298581,37.85334291876346,31.508038585208997,40.95918367346938,37.90388692579505
48,64.39810426540288,38.29834651329976,31.549839228295813,41.43970315398886,38.07844522968198
49,65.5497630331754,38.47160316319193,31.881028938906745,42.24304267161409,38.318727915194344
50,66.83412322274884,39.23670411985017,34.06031363088057,42.734693877551024,39.1124031007752
