day,baseline,maximin,utilitarian
1,7.882441220610305,7.876438219109555,7.858429214607304
2,9.1745,8.8265,8.859500000000002
3,10.7275,10.6735,9.7285
4,10.9875,11.0685,10.1205
5,11.4215,11.3945,10.2995
6,11.9965,11.9365,10.4575
7,12.4935,12.7455,10.5825
8,12.855499999999997,13.821499999999999,11.0285
9,13.460499999999998,14.853499999999999,12.087
10,14.043521760880438,15.282064128256511,12.58702213279678
11,14.490245122561278,15.86322645290581,13.047786720321932
12,14.984992496248122,16.48947895791583,13.517605633802816
13,15.443721860930461,17.272044088176347,14.141348088531185
14,15.94147073536768,18.168837675350698,15.211770623742453
15,16.598299149574785,19.048096192384765,16.50050301810865
16,17.18728092138207,19.629388164493477,17.024377856780088
17,17.7436154231347,20.188064192577727,17.593702386998473
18,18.275913870806203,20.704613841524566,18.227018791264598
19,18.913370055082616,21.347542627883644,18.942610462163533
20,19.65898848272408,22.089769307923763,19.978161503301166
21,20.454909819639273,22.83851554663991,21.268664296597255
22,21.03508771929824,23.193273092369466,21.874423372629415
23,21.875689223057634,23.64206827309236,22.33828805740645
24,22.43659147869673,24.06074297188754,22.992824192721674
25,23.235087719298235,24.639056224899587,23.721168631471034
26,24.09373433583959,25.25652610441766,24.72014351614556
27,24.99899699097291,25.734806629834242,25.75140953357252
28,25.790767686904154,26.141348088531178,26.392875580795035
29,26.603110888108368,26.57494969818912,26.96024780588538
30,27.562970396387346,27.123239436619702,27.41610738255033
31,28.47466131460109,27.399899396378256,28.057821373257603
32,29.597089814350213,27.9119718309859,28.869901910170356
33,30.668339187155027,28.375629405840872,29.81695966907962
34,31.43853487205217,28.7508825012607,30.24740663900414
35,32.320120421475146,29.166918809884,30.787863070539412
36,33.35825388861012,29.480080685829535,31.297199170124475
37,34.336176618163556,29.920322743318188,31.850103734439823
38,35.404415454089296,30.330307614725147,32.44657676348547
39,36.461847389558216,30.66784630940342,33.20623376623376
40,37.520341536916106,31.131205673758846,33.89371727748691
41,38.49422400803615,31.492907801418422,34.32303664921465
42,39.47714716223002,31.84245187436675,34.77120418848167
43,40.505273731793054,32.24366767983788,35.17225130890051
44,41.43093922651932,32.562816616008085,35.73036649214659
45,42.52938221998994,33.0481500253421,36.20241216570529
46,43.48466566113623,33.42545638945231,36.709999999999994
47,44.41528406234287,33.77941176470586,37.029999999999994
48,45.56611362493714,34.13336713995941,37.26157894736842
49,46.46656611362493,34.44776876267746,37.56578947368421
50,47.403217697335336,34.91125760649085,38.05
